gene_id	Description	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Colon_Transverse_Mixed_Cell	Colon_Transverse_Mucosa	Colon_Transverse_Muscularis	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Liver_Hepatocyte	Liver_Mixed_Cell	Liver_Portal_Tract	Lung	Minor_Salivary_Gland	TPM	Nerve_Tibial	Ovary	Pancreas	Pancreas_Acini	Pancreas_Islets	Pancreas_Mixed_Cell	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Mixed_Cell	Spleen	Stomach	Stomach_Mixed_Cell	Stomach_Mucosa	Stomach_Muscularis	Testis	Thyroid	Uterus	Vagina	Whole_Blood	gene_base	pct
ENSG00000089006.17	SNX5	42.684	41.0937	45.0157	30.65	34.6415	28.9981	36.6161	23.0873	22.6799	24.4243	25.8018	24.3591	23.1216	23.826	18.6733	21.8591	24.3548	20.5698	36.4085	26.301	39.6156	68.0675	114.649	38.3628	45.6818	29.67	33.1889	35.6925	33.7971	21.852	26.6289	27.8823	27.1776	41.4722	14.8921	9.90924	35.9904	41.9614	13.8804	16.6153	23.1043	40.4878	41.5578	29.3921	21.4559	47.6302	65.8312	11.889	11.505	14.2829	12.7083	27.2049	30.7881	26.0247	26.2787	35.606	65.3704	44.2917	70.6796	24.9912	27.5636	22.8041	24.8886	23.7984	93.5085	42.4594	36.7659	11.7863	ENSG00000089006	0.9482323446208053
ENSG00000125871.14	MGME1	13.6962	9.88518	20.181	14.1828	14.4366	13.2323	14.628	5.23281	4.98941	5.40296	6.93789	6.56068	4.86104	5.18775	4.57908	4.74918	5.32496	4.81544	12.578	6.30778	17.9004	34.9038	41.8647	17.3714	14.717	11.7945	14.7603	20.0221	20.7041	11.3903	10.2486	20.1279	11.0642	12.753	7.25851	6.80544	9.49993	18.2116	7.90618	9.16907	9.0983	19.0896	13.9298	15.1452	11.4498	14.5651	11.6678	5.99979	8.7748	5.80587	6.989	9.56547	16.1198	43.4142	42.5411	17.7426	39.966	23.9445	33.7755	10.1528	12.0685	10.631	10.5852	22.8109	25.7342	11.5252	20.3169	8.9013	ENSG00000125871	0.9174698897226975
ENSG00000149474.15	KAT14	9.8411	7.14606	9.67212	8.73802	9.37469	11.407	14.018	7.35393	9.04811	7.59507	20.1798	17.1103	11.6406	12.8228	7.92486	9.59505	8.93454	6.88243	10.1529	7.89425	9.6566	10.7262	12.1913	13.2871	17.7816	14.3661	9.96223	10.2665	8.16922	14.1821	12.4224	8.32471	12.6631	15.0945	4.86218	3.86209	5.16013	8.65674	4.55723	5.11974	5.29107	8.91668	8.1904	9.99379	12.6469	16.0883	15.3355	4.02341	4.35837	8.1461	4.85907	13.1348	13.2986	13.176	14.1303	11.1257	14.6472	10.8802	11.4916	10.4732	12.4886	10.0406	11.2029	17.0326	14.1446	16.0197	12.3936	1.61429	ENSG00000149474	0.9231277421103451
ENSG00000232838.4	PET117	6.11837	7.05014	11.4948	8.39872	7.5501	7.13016	6.40894	9.95723	11.6208	10.8369	11.4582	10.1486	11.2445	13.8731	8.91685	9.91361	10.226	10.5243	11.8447	9.27633	6.91437	7.32502	6.84484	6.24057	7.7465	10.7259	8.08436	7.71562	8.38103	10.2735	8.84733	5.0129	9.67785	8.81795	3.71437	4.21814	7.93506	9.94559	4.94249	5.2065	4.79775	15.0816	8.2857	6.4645	5.93588	7.57025	10.0793	3.37352	4.23095	7.56169	3.93676	13.9319	10.3319	7.91649	6.13494	8.05186	8.21587	8.95348	8.33116	9.3044	12.7324	11.9969	10.3787	7.44791	10.3334	9.38085	6.63782	0.97714	ENSG00000232838	0.8799823827350803
ENSG00000125846.16	ZNF133	11.2514	9.09768	8.33726	10.8505	10.7859	11.3341	13.0905	4.93317	6.25167	5.96425	29.023	28.1352	9.47125	8.87502	5.74453	7.93928	7.45194	5.3771	7.04471	5.77764	12.7633	9.44114	8.27878	16.4575	18.7233	13.5038	8.41848	7.15835	6.25101	13.2084	12.0375	9.61102	11.5585	17.1775	4.32321	2.77353	6.41237	13.3539	4.24989	5.42709	3.5524	10.7005	11.0997	10.2501	4.79441	16.3507	18.8591	5.1137	7.61919	10.5515	5.74139	20.9125	18.1322	13.606	13.9699	8.6634	13.2353	8.89248	13.4422	8.23827	8.99476	7.88968	12.2222	12.7666	20.0039	17.3698	14.4869	2.01409	ENSG00000125846	0.8674809005132722
ENSG00000089091.16	DZANK1	1.51406	1.17233	1.35361	1.34233	1.27027	1.25782	1.90358	1.51195	2.1622	2.55295	2.92691	2.63761	2.94813	3.2464	1.85305	3.20278	2.98892	1.76835	1.4361	1.44175	2.08642	1.50802	3.33997	2.10024	3.03137	1.30991	1.13951	0.890624	1.04278	1.17056	1.15056	1.00065	1.13595	2.82258	0.43456	0.246075	1.47523	4.2871	0.378745	0.453047	0.361242	2.55043	2.28216	1.61437	0.249208	2.74552	3.7297	0.694648	0.90568	2.10502	0.7572	7.72194	2.24733	1.52101	1.64398	1.20591	3.01176	1.31981	1.73927	1.05317	1.15198	0.821299	1.29804	9.54218	6.83666	2.68814	1.74626	0.194185	ENSG00000089091	0.7079768942794709
ENSG00000132664.12	POLR3F	11.0802	9.20407	8.82898	13.3399	12.6387	13.1342	10.6903	7.72924	10.9722	9.17312	45.7575	38.1889	11.8771	15.0512	8.18822	10.8003	9.9544	7.66999	10.0076	8.46624	10.6364	13.4253	13.4323	11.304	14.8316	11.5389	7.79522	7.9025	6.3274	13.0887	11.0143	7.85938	11.1872	13.9134	4.7444	4.54227	5.32629	8.18937	3.11123	3.79592	4.18712	15.4882	10.4579	7.92315	6.21641	13.9598	14.7749	3.86164	4.97513	9.42095	4.66015	14.3023	11.4442	8.89655	9.39458	9.30959	16.5028	10.3245	11.5453	7.68231	9.76859	7.08121	14.0053	17.6955	14.0133	16.2696	10.3227	2.1109	ENSG00000132664	0.8825402740839869
ENSG00000089050.16	RBBP9	11.169	9.30682	16.8735	16.2177	13.62	15.3844	10.0427	6.0445	6.11634	5.85411	9.77357	8.89834	5.48642	6.80266	4.89423	7.15373	6.07347	4.85425	11.0367	7.52048	10.5056	16.5389	20.0135	11.3258	15.4077	9.74464	7.16756	6.10587	4.62217	8.18323	9.36152	8.77806	9.37434	10.8171	3.65298	1.90942	8.97668	12.3951	7.59391	8.92286	10.6583	12.8149	13.1026	9.85366	2.20613	11.5144	12.9902	2.94717	2.51746	5.39282	2.70211	11.0219	10.6409	14.1319	16.8804	7.65029	6.91112	7.98953	6.42158	6.12521	6.14872	4.38784	8.6588	5.77316	22.9781	14.3169	10.7412	1.63384	ENSG00000089050	0.8263005437636576
ENSG00000101310.17	SEC23B	17.6941	20.4781	42.2672	23.2501	21.2473	15.7216	17.6197	13.2449	13.4599	17.0413	24.6025	23.3985	15.4359	16.5494	13.3686	15.3936	17.2451	14.1512	27.2722	15.8571	23.3771	36.9514	83.0187	24.6668	24.2735	10.2876	17.8343	20.7191	17.8918	8.97708	11.7979	34.2366	11.3304	22.543	6.33764	3.49489	16.9661	23.2173	12.3558	14.8774	21.5041	25.0565	33.1443	38.2202	3.17944	26.8571	22.5986	27.4259	21.1465	42.2084	26.4472	52.7608	25.1308	25.2676	26.0301	20.3026	21.9207	19.4111	32.1001	26.0242	30.0361	26.9335	8.72757	43.2562	35.0277	18.8327	23.3459	18.5555	ENSG00000101310	0.8440533261057375
ENSG00000125821.13	DTD1	9.88694	7.22077	7.15238	9.6349	9.57241	10.5793	7.33368	7.17066	8.46867	7.27525	13.4223	11.1639	9.35787	11.4485	6.96352	10.7603	9.41978	6.57474	13.9009	8.05951	9.28131	23.3259	17.849	9.16101	10.2966	6.54888	5.64107	5.50474	4.08345	6.38647	5.71662	8.80309	5.27967	10.0517	3.31637	2.42928	5.97725	7.64228	1.63461	2.24207	2.7499	6.68933	8.1751	7.80393	5.0348	15.9128	9.09978	3.10535	2.8357	9.12844	3.36497	14.5776	6.53005	9.86765	10.8904	5.56307	7.65688	5.28365	6.63055	4.9905	4.79026	4.17822	5.13803	10.3879	10.5618	10.0612	9.18222	2.93435	ENSG00000125821	0.8699371537953348
ENSG00000185052.13	SLC24A3	11.0786	15.4656	2.74645	46.6771	26.3727	47.9576	20.1767	12.6258	13.0732	14.3777	17.2046	21.3251	10.188	10.9508	27.3542	19.9217	19.4221	12.7204	3.26949	6.08194	9.42795	0.527065	0.05806	36.8881	63.1445	32.156	14.3179	7.88923	2.37263	24.876	8.84116	19.8598	10.5286	81.9711	1.01691	0.444824	1.54989	2.06834	0.415666	0.095591	0.203068	7.86445	11.9493	8.33591	14.9155	2.94805	27.8008	0.494376	0.292119	2.18438	0.587139	3.58697	14.5348	11.802	11.5739	9.69193	4.41904	7.02779	3.83971	4.28308	2.91028	1.89792	3.84584	3.91625	8.28726	73.329	28.151	1.05747	ENSG00000185052	0.9310046922907527
ENSG00000132669.14	RIN2	23.56	18.0107	8.62812	17.8485	18.0042	15.2427	15.8581	7.04777	6.07615	7.60586	2.15352	2.94871	6.87043	5.95434	6.62559	6.11271	6.41743	6.57988	8.5422	7.43628	20.7683	20.3913	0.070871	25.1439	21.7423	11.5019	11.3527	10.9789	7.90182	7.93348	13.5617	16.0638	11.6853	14.8013	7.847	7.04246	8.70171	11.2427	2.29134	1.59546	2.07827	12.5699	31.4504	19.0274	3.97323	16.7144	15.2391	5.38562	4.21414	31.531	5.22141	8.82554	18.1362	18.7101	21.2224	12.646	7.32988	12.6295	14.227	8.11526	7.57794	5.33652	8.56807	2.38301	20.7801	23.3185	24.1594	1.45761	ENSG00000132669	0.857198516084224
ENSG00000101343.15	CRNKL1	17.0048	12.8033	10.755	15.5643	15.0236	17.2927	16.9561	5.18425	6.1004	7.30555	13.1532	11.5234	6.75329	8.00804	5.5638	6.25127	7.75171	6.23848	7.82878	5.62034	16.7774	25.746	20.7072	17.2131	20.1481	14.8415	12.6511	11.6337	10.0417	11.5699	14.5191	14.2791	14.8569	18.7049	5.46614	5.33288	6.36371	10.1442	5.47184	5.60366	6.84044	14.1685	12.6207	14.4453	14.8656	19.7952	20.4704	4.73019	3.99367	12.0509	4.96605	13.7355	16.4059	13.9985	15.861	13.9673	19.2672	14.812	17.2762	9.48958	9.28565	6.54739	10.2916	22.7327	16.5745	23.4838	16.6565	9.02446	ENSG00000101343	0.9307675368014501
ENSG00000089101.19	CFAP61	0.132824	0.033619	0.041162	0.121412	0.050107	0.070213	0.049344	0.246053	0.279791	0.830283	0.368674	0.43246	0.359554	0.338995	0.366295	1.09009	0.823786	0.395019	0.256415	0.300999	0.111043	0.0173995	0.013256	0.0721355	0.188766	0.093151	0.052008	0.024024	0.005609	0.054277	0.052547	0.0195525	0.047476	0.420132	0.086901	3.64402	0.119392	0.272504	0.004485	0.0	0.0	0.0222975	0.298433	0.068097	10.4038	0.08916	0.073258	0.0282865	0.016866	0.419975	0.0334665	4.86507	0.085687	0.143091	0.381992	0.035271	0.023342	0.0353555	0.013072	0.030433	0.019982	0.010142	0.0296595	13.5813	0.300858	0.143072	0.070451	0.007488	ENSG00000089101	0.9119475547575085
ENSG00000188559.16	RALGAPA2	19.85	19.7619	6.62397	7.43393	9.43962	6.38032	14.4391	2.20886	2.66417	3.30449	11.3153	14.1039	4.17072	3.34972	2.4728	2.7165	2.8851	2.50905	4.08715	2.72626	20.2816	3.09943	12.3062	12.1463	14.8324	8.08234	12.5287	11.2736	11.3504	5.48241	10.2171	8.93823	9.56407	14.7349	4.62756	3.2478	6.32727	13.4478	13.9203	14.0307	13.2145	17.0373	33.6318	16.4882	16.5071	12.6966	11.6694	8.11244	6.59163	11.1443	7.01237	17.3736	18.9087	20.0287	21.1131	13.0699	8.63624	10.3465	10.3905	16.9853	17.1173	15.4109	6.27332	16.3254	36.4635	15.7814	12.1775	14.3094	ENSG00000188559	0.9366625446784003
ENSG00000088970.16	KIZ	17.7807	10.2208	6.91922	16.4756	13.725	20.7761	36.0906	7.6325	6.90446	9.6288	28.1692	26.2148	8.18515	9.07347	8.40764	11.9736	9.99583	9.17034	20.4649	11.1989	15.2459	13.7289	6.6763	25.7799	40.2987	61.7384	18.7797	13.4735	5.55348	42.16	14.2132	5.96432	12.6643	26.1017	6.23947	4.76313	6.97437	17.6807	4.02338	3.6589	2.9418	12.3885	11.4805	10.2028	9.10189	21.3057	38.0438	7.78991	9.08578	9.84344	8.47672	24.2771	20.699	13.6288	14.803	15.9169	27.141	17.2289	14.3299	10.1093	12.13	8.56841	16.8204	33.4977	34.146	33.5614	24.301	4.79437	ENSG00000088970	0.9047651313672014
ENSG00000125813.14	PAX1	0.0248525	0.0	0.0	0.0	0.0	0.025004	0.0	0.075186	0.060064	0.0	0.013448	0.0153125	0.0117795	0.012378	0.060297	0.02304	0.0	0.0	0.0	0.009175	0.02657	0.0	0.0	0.0	0.0	0.005534	0.0	0.0	0.0	0.022105	0.0	0.227878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014609	0.225658	0.0156005	0.0	0.0	0.0	0.0	0.0	0.040844	0.0	0.143927	0.283272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014451	0.0734	0.646349	0.0	0.0	0.0	ENSG00000125813	0.7019294293022547
ENSG00000178726.7	THBD	55.7342	68.3912	13.6799	90.6688	94.9505	58.1588	22.5119	1.3381	1.46915	1.30875	1.23507	1.37343	1.5554	1.33107	1.59815	1.91954	1.72774	1.27723	2.84261	2.2262	44.7963	7.37205	0.100871	31.6926	17.4315	19.0206	21.5457	16.5735	7.97022	8.97667	32.7777	53.2038	26.5611	50.5763	23.2752	15.1328	10.3439	10.448	3.95796	1.9052	3.59927	68.2909	114.296	14.5887	10.2514	42.3199	10.7384	4.84528	2.75692	33.6734	5.19606	36.444	13.6391	112.853	115.982	28.741	6.82992	20.5496	57.2791	37.8209	30.9021	24.1708	36.7358	18.1897	81.1801	23.774	39.4832	25.6899	ENSG00000178726	0.9110666915115274
ENSG00000125810.10	CD93	111.419	111.253	15.9199	41.8665	75.2632	37.6727	30.3279	1.2071	0.991641	1.1309	0.661168	0.905233	0.939768	0.755062	1.62883	2.2263	0.972015	0.955852	4.77365	2.22143	75.5673	0.107018	0.176075	22.2794	35.2259	23.0197	18.9059	12.9344	4.39121	13.8813	31.2065	10.8563	32.421	54.7512	19.6879	17.359	15.4917	22.3246	2.53092	1.93508	4.19021	50.4174	136.762	15.5423	11.0263	43.2058	9.21519	4.96866	1.99161	6.27217	4.86803	12.1315	20.1713	14.5278	21.433	24.3219	9.5072	16.4419	35.3166	15.7298	11.5855	5.08473	20.4486	5.9583	49.0256	46.0077	24.774	40.5179	ENSG00000125810	0.9153863093523961
ENSG00000132661.4	NXT1	29.9784	39.5449	16.9256	41.5791	35.6118	44.4479	30.5577	6.92406	7.19858	7.17651	14.541	12.8247	7.05841	7.8532	7.12929	9.838	7.42634	6.31383	11.4528	8.20589	34.9455	36.8648	49.3431	33.7781	42.1851	26.5287	21.8191	20.0804	11.3166	25.7145	27.1072	27.4582	25.2048	47.4889	12.3783	6.28176	13.6159	22.1802	7.90029	9.8456	10.9637	45.3395	36.3088	20.1087	7.97502	31.6286	48.1268	7.94378	7.96152	19.2821	8.63879	34.0015	28.2428	34.2133	30.6193	24.0657	44.8866	30.9906	31.4876	17.8757	20.7092	15.2399	39.2942	42.7385	32.4087	40.4741	33.1418	14.953	ENSG00000132661	0.8969390002202158
ENSG00000125812.16	GZF1	8.76795	9.38218	13.6141	14.4547	13.0568	19.1029	11.8724	8.38967	9.20095	8.62306	20.2379	17.2489	10.3867	12.5552	8.06665	9.49749	8.76302	8.16584	12.555	9.99552	9.38063	11.8234	14.1282	9.7032	12.2941	11.7093	7.64498	6.68211	4.87092	10.045	11.5391	6.21769	11.5519	13.9346	7.86492	6.63655	4.86577	9.0764	3.72887	4.24989	4.13692	13.1543	12.1	7.05837	6.24381	14.6554	16.897	3.09221	3.05399	7.91598	3.2547	13.7886	9.71954	7.44499	8.14016	8.00327	11.9232	7.57497	9.68034	6.0176	6.71508	4.48724	11.0779	26.8558	12.5053	12.9509	9.03838	7.23351	ENSG00000125812	0.8829298866735554
ENSG00000125814.17	NAPB	10.8907	9.10065	17.57	12.1242	11.1936	14.1081	14.7279	79.0664	150.766	48.189	261.692	151.825	106.97	234.54	70.5354	102.466	98.2305	38.084	28.6089	41.1385	10.5655	7.59917	13.445	15.0436	17.2699	15.0812	9.123	6.95461	6.17911	10.8721	12.9248	8.431	14.0256	19.2756	5.29312	2.78311	5.6249	13.5335	4.16162	4.97373	3.92936	11.9637	13.9459	9.52541	3.90654	18.4582	24.2706	3.53887	4.58278	18.1311	3.84012	29.2736	13.5384	10.3042	11.7271	10.6829	12.7794	8.9715	12.875	7.07089	7.1735	5.12684	11.748	17.7655	17.2846	18.3696	16.4365	3.04147	ENSG00000125814	0.8557925228262159
ENSG00000077984.6	CST7	9.44525	23.1278	1.74694	8.20141	8.15579	3.13416	8.94119	0.996369	0.691824	1.01332	0.985063	1.07742	0.963793	0.822841	0.919664	1.25193	0.787608	0.995453	3.56694	1.81076	7.3814	0.0628875	3.6573	9.31491	6.9169	2.85521	6.00069	8.48122	6.79457	4.41567	4.20508	4.19279	4.01173	9.52398	3.70965	1.70621	3.66322	2.62483	6.90545	4.32264	6.42449	79.9092	80.8418	3.66889	1.05584	5.72575	2.26676	0.802968	0.502205	1.33588	1.09348	3.13839	6.36162	5.94303	4.54274	16.8064	62.0685	35.4214	222.7	5.74726	6.13404	4.19522	8.43422	1.43376	8.49172	6.96098	7.62134	1690.11	ENSG00000077984	0.7888299764538479
ENSG00000154930.15	ACSS1	11.9875	11.4243	6.45109	18.4855	20.3712	16.6959	16.5361	21.6608	21.4322	26.2339	27.8538	31.9411	26.16	22.0387	16.3064	9.60385	20.1484	22.6329	7.98113	15.1601	12.7081	9.71843	20.56	16.1497	23.2799	27.0557	20.1528	15.7465	15.3611	22.9128	24.3244	9.95041	27.6974	25.5397	13.4408	25.5412	21.196	33.5454	2.94797	3.97508	3.57488	19.8588	23.5166	32.415	12.915	35.1088	29.8712	19.1545	22.234	6.41049	19.698	10.4495	30.5308	15.4554	16.8364	33.0883	45.7943	30.8737	30.9333	39.2447	50.5024	47.9238	18.5573	45.9186	38.5791	26.7547	17.1742	6.15981	ENSG00000154930	0.9241780021343994
ENSG00000100987.15	VSX1	0.0118475	0.0107	0.093165	0.0107	0.02666	0.02167	0.341099	1.66485	1.46583	1.07262	21.5896	19.5493	1.26514	1.22481	1.32884	1.84654	1.27824	0.867651	1.40249	1.60858	0.0430585	0.0	0.0	0.04077	0.142846	0.122436	0.06924	0.043099	0.0181005	0.14829	0.178255	0.0146565	0.128863	0.168227	0.121947	0.0511695	0.0075715	0.029493	0.0573045	0.121864	0.080096	0.073398	0.018699	0.065641	0.228675	0.0788265	0.426841	0.10831	0.193291	0.21223	0.13473	3.88988	0.169785	0.031007	0.021174	0.044193	0.080128	0.0178845	0.017597	0.078837	0.044823	0.02988	0.138526	0.404741	0.13822	0.197674	0.0482815	0.0	ENSG00000100987	0.7026747751257771
ENSG00000197586.13	ENTPD6	25.2808	23.0602	42.0329	33.4558	31.025	23.5285	30.1094	20.4199	31.594	35.6764	82.8701	88.3578	49.6184	50.5316	22.9383	29.9713	56.0353	26.6136	14.6516	15.5531	29.2789	34.2305	20.8847	29.0934	34.0471	29.424	45.8228	53.4533	60.0211	28.3875	28.6702	20.2405	29.9037	39.2493	36.8645	26.7237	21.2952	35.2097	14.2711	16.3912	14.9653	33.483	35.4648	56.3829	12.8114	44.3443	52.184	17.063	20.9249	26.9261	20.1121	68.7663	72.0383	20.728	21.9753	40.7927	31.842	42.0563	25.2841	27.0866	28.3796	25.7634	21.6683	49.6019	42.5417	33.9833	30.3347	7.96236	ENSG00000197586	0.9237545101892162
ENSG00000100994.12	PYGB	89.6353	48.8314	53.1378	195.519	170.16	252.848	290.392	81.5385	96.6112	60.6178	231.922	244.366	112.358	110.192	66.9447	81.846	80.861	53.2494	75.3552	77.0948	90.2649	122.814	35.3238	79.3834	74.595	263.168	165.454	188.316	161.836	243.352	295.769	95.163	432.015	106.761	109.866	104.257	43.806	54.4651	9.22519	8.41691	8.68302	49.4509	66.2623	200.565	12.8304	84.726	54.9723	17.2896	15.7409	24.9203	17.103	90.7648	225.051	120.383	147.868	59.6026	37.4164	59.9233	43.8412	54.4661	57.5134	38.1525	86.6391	60.7229	98.9213	89.2356	98.1674	16.3785	ENSG00000100994	0.9238561482560602
ENSG00000100997.20	ABHD12	27.3792	20.1923	24.1527	28.4414	26.1789	26.28	28.8828	36.6545	48.3019	43.8233	62.84	59.4073	58.3677	64.5681	50.898	44.3289	52.5678	40.9792	86.1534	44.0012	25.0732	36.063	27.0305	31.2672	28.497	22.3445	23.4644	26.1609	25.0898	19.2271	23.1804	31.3757	22.0922	27.031	11.5534	8.81911	17.6185	44.887	9.8834	8.88356	9.69421	22.7936	31.516	28.0988	5.22039	74.6456	31.4736	27.3108	24.4754	32.6955	26.2183	39.7416	34.1663	37.3099	41.9909	26.028	23.0962	26.5904	20.283	27.2656	31.5119	31.5098	20.2889	23.1334	87.4963	28.2606	31.5782	6.88527	ENSG00000100997	0.8724103467552047
ENSG00000101004.15	NINL	6.0566	6.45421	13.5493	19.9416	5.07371	4.4449	7.9441	4.63637	5.32175	6.21815	32.4997	33.0527	5.08476	4.66744	4.29877	8.78028	8.05849	4.70424	7.65587	5.7369	7.19277	6.49206	0.390988	20.1849	22.995	18.9364	7.03891	3.96132	1.50497	19.7167	6.97586	8.64931	6.49739	15.1349	3.8937	2.08341	15.6002	20.5578	6.25124	6.09593	4.93648	8.0689	9.26784	6.71156	0.767352	8.61543	43.4374	3.46831	3.91158	15.0668	3.18294	19.4497	18.8911	3.96163	3.82009	5.86395	5.36917	4.32848	9.23014	7.61827	8.36987	4.95969	19.6065	18.8877	23.4558	20.5583	17.6151	0.1474	ENSG00000101004	0.7722290922026663
ENSG00000170191.5	NANP	4.0587	4.31366	6.37095	4.41672	4.02348	2.64984	2.8529	0.99758	1.28522	1.23821	4.65386	4.05127	1.34177	1.62581	0.937141	1.52064	1.48576	1.04853	1.35397	1.04127	3.75175	10.4607	7.04586	3.60192	3.78965	3.7183	3.01245	2.59358	2.22186	3.37143	3.48083	4.44125	3.4656	3.68528	1.85212	1.35258	2.15339	3.10939	2.15633	2.78338	2.57401	6.12161	4.37716	3.89926	1.49749	3.43384	3.64104	1.41692	1.49942	3.07933	1.41997	3.43973	3.22894	2.57061	2.59407	3.20002	3.1471	3.28873	3.32614	2.54636	2.54627	1.98258	2.97648	5.33215	4.43506	4.14471	4.31344	0.523112	ENSG00000170191	0.8064641810512764
ENSG00000130684.14	ZNF337	6.48354	5.57422	3.9511	6.19569	6.41504	5.05678	10.6698	1.92529	2.37949	3.10573	29.7844	36.1749	4.95025	3.47604	2.23729	2.68902	3.64544	2.2162	2.94541	2.19036	7.01835	7.41195	9.25152	9.51842	13.8607	9.78253	5.86748	3.35364	2.56198	8.47744	10.2342	4.27432	10.3062	14.0794	2.46202	1.51029	2.86784	5.59135	1.66684	1.29901	0.770626	6.54224	7.302	5.39989	1.64389	12.1098	15.5956	2.30172	2.57226	4.88725	1.71262	11.0165	11.5264	4.46466	4.29068	7.64009	10.5305	5.11551	7.47105	4.10771	3.83258	1.96204	6.28566	4.85898	10.2202	12.8668	8.29597	0.97488	ENSG00000130684	0.8111225924482917
ENSG00000180383.4	DEFB124	3.07817	2.23702	0.293756	1.27543	1.71712	0.966184	1.02131	0.029375	0.053563	0.0503375	0.026552	0.0403535	0.063613	0.048588	0.037705	0.036727	0.02556	0.0465355	0.059528	0.057084	1.74364	0.0313195	0.0	3.10417	7.04825	2.31427	0.873081	0.704932	0.319611	2.03478	5.12341	0.478284	3.12053	6.52393	0.367581	0.276726	0.188648	0.45276	0.036788	0.0	0.0	0.848956	0.752576	0.54688	0.462474	3.18994	0.507384	0.1024	0.080515	0.092613	0.194388	0.850018	1.37068	0.345053	0.471702	0.840104	0.780937	0.551838	0.66585	0.335543	0.522249	0.089111	3.14479	9.70772	1.33228	2.73635	1.70485	0.0	ENSG00000180383	0.7450747886775193
ENSG00000088320.4	REM1	21.4899	11.3452	2.41045	15.1293	16.1139	13.5454	6.33689	0.628207	0.728487	1.0158	0.406847	0.596922	0.964738	0.800715	0.649658	0.668433	0.6115	1.18775	0.544693	1.02064	12.0422	0.134671	0.0	27.7858	48.9911	10.2004	4.99376	3.33157	1.02842	6.47378	13.4982	2.37521	12.0205	29.4608	3.81246	2.68717	1.43873	2.8171	0.492634	0.103267	0.138047	4.5222	6.9934	2.12567	2.28857	20.9327	4.798	0.633398	0.300069	0.801356	0.69223	4.56636	9.6162	2.98536	5.08183	4.9294	2.34725	3.61971	3.15076	1.81275	1.78855	0.446111	6.95688	2.94078	9.97402	23.1117	15.6454	0.0	ENSG00000088320	0.8279945115443904
ENSG00000101294.18	HM13	30.9289	31.0854	36.8899	40.9099	37.3969	27.5044	27.7955	8.68133	10.8988	9.99955	18.8379	19.304	13.5889	14.7408	8.9676	14.5121	11.3578	9.40917	12.6019	10.5326	29.8167	72.0605	30.8805	44.6901	46.4664	21.4678	21.927	18.7283	14.8279	16.1383	21.7292	50.6013	21.1719	44.7929	13.1068	7.38433	16.3734	26.3127	22.2269	33.5809	39.0961	29.5317	40.9126	44.0291	9.21305	34.5597	33.034	40.2642	39.2662	40.6092	40.7507	50.6038	36.2955	21.9647	23.7903	23.0433	18.7973	21.1316	33.3653	28.6281	28.5331	27.5897	18.1461	17.7419	43.4949	39.6361	38.6729	32.0367	ENSG00000101294	0.9053410804126506
ENSG00000101898.6	MCTS2P	2.93424	3.07436	2.84614	2.55197	2.95508	2.39734	3.74863	1.18682	1.70863	1.07421	2.92822	3.30673	2.46259	2.3787	1.10729	1.68254	1.38698	0.868762	1.59383	1.15776	3.3	6.84885	9.41428	5.37694	4.16557	2.75285	2.70882	2.34583	2.19188	2.77451	2.47757	5.10448	2.50167	4.301	1.56847	0.891149	1.36415	2.43187	1.49248	1.86246	1.78165	3.40329	3.44516	3.39019	1.36815	4.085	5.03947	1.65566	1.59782	2.87102	1.40706	6.57227	3.55722	3.81548	3.9808	2.70167	3.56765	2.7978	3.94444	2.27844	2.00533	1.43645	1.59306	4.12069	5.51452	4.29493	4.89954	0.937278	ENSG00000101898	0.8019921061101418
